topic,meta_analysis,year,outcome,n_studies,has_excl_variant,mu_RE,mu_BC,mu_BC_lCI,mu_BC_uCI,log10BF_effect,log10BF_het,log10BF_bias
Vitamin D,juraschek2012,2012,systolic_blood_pressure,31,FALSE,0.418385715540285,0.272251537714698,0,0.56737430507232,0.4387258663982429,Inf,-0.013307824116771323
Vitamin D,macpherson2013,2013,all_cause_mortality,21,FALSE,0.0210451093500864,1.6056121450048e-4,0,0,-1.732924877024913,-1.263632404907915,-0.34367665511916223
Vitamin D,martineau2017,2017,respiratory_tract_infections,24,FALSE,0.124587289695278,3.8578091767368e-4,-0.0213726023507384,0.0361979652607625,-1.113214262350649,-0.11465493648647618,1.9610480661085126
Vitamin D,mayowilson2011,2011,all_cause_mortality,16,FALSE,0.187519782767519,0.0415776619163235,0,0.215659002933275,-0.3125598620609037,0.21367755536609057,0.9930517475680726
Vitamin D,mayowilson2011,2011,diarrhoea_incidence,12,FALSE,0.0907451103501229,0.0117540945162773,0,0.134747222744184,-0.7635624298800044,Inf,-0.01702652421718969
Vitamin D,rakshasbhuvankar2021,2021,mortality,12,FALSE,0.00936185777802571,-0.00108106238221105,-0.0350123144402712,0.00801216678701329,-1.1482730725906682,-0.6557225246247902,-0.3716642212426874
Vitamin D,reid2014,2014,femoral_bone_mineral_density,13,FALSE,0.202241020133616,0.0134433441924336,-0.0889569716195938,0.226256335041959,-0.6523319466796162,0.7435942612500052,1.0848583789393151
Vitamin D,reid2014,2014,lumbar_bone_mineral_density,17,FALSE,0.00288721079021717,-1.6460620002498e-4,0,0,-1.4072086177559706,-0.8143181272282809,-0.4902848228897161
Vitamin D,stockton2011,2011,muscle_strength,11,FALSE,0.103147378921389,0.00574215841978468,-0.0279841502998026,0.129716173412497,-0.852209430217686,-0.5706584467826897,0.38435634682847986
Vitamin D,yao2019,2019,any_fracture,11,FALSE,0.0336810321840205,0.00123337613345405,0,0.0245880593138185,-1.318376597286422,-0.42004734503808716,0.058003579875980225
Vitamin D,zhang2019,2019,all_cause_mortality,48,FALSE,0.00528482349983713,8.01077446487625e-5,0,0,-1.9083091911507828,-1.3372117528149088,-0.5749890642279658
